181,1,30030,1
182,1,30428,1
187,2,28651,1
188,1,33969,1
184,4,64137,1
183,4,70756,1
189,4,76421,1
185,9,62593,1
186,12,102972,1
190,12,112760,1
192,12,121087,1
194,9,123265,1
191,8,124013,1
195,7,132002,1
193,11,176768,1
199,12,66478,1
198,9,63814,1
207,9,82471,1
196,2,115638,1
204,12,111020,1
208,8,115985,1
209,12,121624,1
197,1,146219,1
200,7,133097,1
217,2,45926,1
203,11,154319,1
218,9,48792,1
213,9,46651,1
215,12,100092,1
225,12,101701,1
223,12,102530,1
201,1,259692,1
221,8,125228,1
232,2,31699,1
205,1,280459,1
219,11,158318,1
206,4,311565,1
210,4,317999,1
202,4,319304,1
211,4,201880,1
227,12,83830,1
238,9,108212,1
240,9,134487,1
231,12,139560,1
235,8,133682,1
212,1,282675,1
239,12,153743,1
244,2,74843,1
254,9,56980,1
237,11,200254,1
253,9,124276,1
246,12,129972,1
247,12,126302,1
248,12,137028,1
250,8,151677,1
222,1,430526,1
216,1,432962,1
228,1,326958,1
245,11,198910,1
224,7,437146,1
256,2,61048,1
229,7,324640,1
214,4,466384,1
220,4,481457,1
226,4,372030,1
230,4,379241,1
257,9,81470,1
266,9,105019,1
258,12,117953,1
259,8,126943,1
260,12,132606,1
234,1,457818,1
270,12,156597,1
236,1,461236,1
242,1,351289,1
243,1,352222,1
241,1,354646,1
233,4,475148,1
268,11,186132,1
262,1,224883,1
255,7,373421,1
264,1,239506,1
249,4,403044,1
263,7,223871,1
267,1,247195,1
251,4,414162,1
252,4,415758,1
261,4,258179,1
265,4,279759,1
269,4,295114,1
,,194834.9667,
