398,1,41086,1
394,1,40473,1
396,1,53225,1
401,2,54171,1
393,4,73420,1
399,4,75491,1
402,9,59002,1
405,4,99735,1
392,12,90611,1
400,9,98830,1
397,8,105550,1
395,12,106442,1
404,12,134134,1
416,9,77126,1
406,12,94034,1
418,9,98413,1
407,12,106505,1
408,2,127937,1
413,8,121054,1
419,12,139076,1
425,9,55215,1
403,11,244131,1
427,9,72384,1
432,12,109376,1
430,12,120397,1
428,2,150545,1
431,8,136163,1
391,7,331752,1
435,12,160986,1
417,11,266745,1
441,9,85253,1
434,11,190730,1
447,9,111025,1
438,12,112838,1
437,8,148567,1
443,2,177150,1
448,12,174172,1
410,7,360866,1
449,12,172083,1
436,11,188440,1
411,1,405974,1
412,1,412283,1
409,4,415426,1
420,1,420198,1
423,1,339694,1
422,1,340479,1
426,7,329921,1
414,4,443388,1
415,4,451063,1
439,7,259331,1
429,1,369312,1
421,4,374505,1
424,4,380560,1
444,1,278199,1
445,1,300113,1
450,1,299312,1
433,4,398828,1
440,4,303172,1
442,4,313104,1
446,4,333736,1
平均,,205562.1833,
中位,,155765.5,
最小值,,451063,
最大值,,40473,
上四分位,,99508.75,
下四分位,,330378.75,
