13,1,33421,1
8,1,33336,1
2,1,45899,1
1,7,44574,1
9,4,83062,1
3,12,77024,1
4,12,89263,1
6,9,94200,1
10,2,116689,1
7,9,131231,1
5,4,156881,1
15,8,156567,1
12,12,158242,1
11,4,186274,1
18,1,72178,1
14,11,180542,1
16,7,62468,1
21,1,102109,1
17,12,92501,1
19,12,96035,1
22,8,112851,1
20,12,131683,1
25,1,161019,1
24,9,145910,1
26,2,171948,1
23,4,176287,1
29,9,164492,1
36,2,81193,1
35,1,78516,1
27,4,205717,1
33,8,94191,1
30,4,224007,1
32,7,94791,1
34,9,93974,1
28,11,214308,1
31,4,127833,1
40,1,142901,1
37,9,141119,1
38,12,183102,1
39,12,235713,1
43,1,268891,1
41,11,268343,1
42,4,307395,1
44,12,291961,1
50,2,208693,1
51,1,208238,1
49,1,208971,1
47,7,204310,1
46,4,228776,1
45,4,345840,1
57,1,236493,1
55,4,259960,1
52,8,258637,1
53,9,261278,1
48,12,261774,1
56,9,285465,1
59,12,318036,1
58,12,319462,1
54,11,328934,1
61,1,228142,1
63,2,230939,1
62,9,220263,1
60,4,385338,1
64,12,265011,1
69,1,288995,1
67,8,276127,1
65,11,281031,1
72,9,293267,1
66,4,320360,1
68,4,331351,1
70,12,313359,1
71,4,344630,1
76,1,190603,1
74,7,333118,1
75,1,345960,1
73,12,364405,1
77,12,223925,1
78,4,240754,1
80,9,226321,1
82,1,248791,1
81,7,239281,1
83,8,247240,1
79,12,261194,1
85,9,271883,1
86,2,293935,1
87,1,294424,1
84,12,282145,1
88,4,326240,1
89,4,340833,1
90,11,342157,1
,,210194.7778,
