8,1,33479,1
4,2,38410,1
12,1,42273,1
13,1,46296,1
3,4,78150,1
2,4,79857,1
1,4,80782,1
11,12,72691,1
5,8,81720,1
6,7,107431,1
14,12,136334,1
9,9,134903,1
15,12,136838,1
7,11,141027,1
16,1,54072,1
10,9,148164,1
22,1,61921,1
28,1,54862,1
24,2,63391,1
18,9,60695,1
21,4,107606,1
30,4,95718,1
26,4,103783,1
25,7,80526,1
29,9,107422,1
27,12,125070,1
20,12,131670,1
19,8,141916,1
35,2,59517,1
41,1,72388,1
33,4,86373,1
23,12,175002,1
36,4,84843,1
38,1,84382,1
17,11,187437,1
44,1,93452,1
45,9,108252,1
42,4,144834,1
32,9,142807,1
39,7,131768,1
37,8,142361,1
31,12,184772,1
50,1,87331,1
34,12,189066,1
47,1,89293,1
40,11,191705,1
51,1,101664,1
52,4,106180,1
59,2,120042,1
60,4,141749,1
43,12,248618,1
46,7,139877,1
58,9,141634,1
54,4,177735,1
55,12,165667,1
53,12,174197,1
57,9,172606,1
56,8,184633,1
65,1,87938,1
67,2,99823,1
69,1,100235,1
74,1,112191,1
49,12,237399,1
48,11,245173,1
62,9,140445,1
73,4,144899,1
64,4,155331,1
70,4,172597,1
61,12,184240,1
68,12,192408,1
76,1,105724,1
71,7,196195,1
66,8,201589,1
63,11,203492,1
78,2,124799,1
75,9,220214,1
79,1,138559,1
85,1,139383,1
72,12,234259,1
80,4,176523,1
84,4,179516,1
83,4,185918,1
87,9,168772,1
89,9,171552,1
77,12,182438,1
90,8,202081,1
88,7,203367,1
81,12,212960,1
86,12,214843,1
82,11,240630,1
,,136140.9444,
