272,2,33543,1
277,1,36505,1
278,1,43922,1
284,1,46664,1
271,4,72241,1
274,9,53648,1
282,9,69341,1
281,4,93758,1
276,7,70730,1
279,4,93953,1
273,12,83270,1
286,1,34395,1
289,1,35365,1
291,1,45129,1
295,2,47462,1
280,8,131892,1
275,12,167283,1
283,12,179572,1
288,4,123339,1
290,8,115146,1
298,7,124250,1
293,4,155491,1
287,12,150740,1
313,1,69509,1
301,1,77909,1
297,4,162461,1
315,1,74650,1
285,11,249951,1
306,2,105846,1
309,8,93404,1
310,7,98774,1
294,9,200753,1
296,9,209741,1
305,9,117632,1
312,9,125066,1
320,1,86032,1
299,12,263110,1
302,12,176628,1
330,1,97425,1
326,1,101319,1
300,12,263592,1
329,2,122341,1
318,7,109642,1
324,8,122734,1
323,9,131245,1
327,9,142703,1
304,12,272081,1
307,12,281901,1
316,12,207070,1
319,12,233235,1
325,12,243057,1
311,4,355863,1
308,4,365656,1
314,4,374452,1
322,4,303635,1
321,4,308280,1
328,4,314114,1
303,11,411545,1
292,11,500548,1
317,11,326202,1
平均,,161795.75,
中位,,123794.5,
最小值,,33543,
最大值,,500548,
上四分位,,235690.5,
下四分位,,81929.75,
