230,1,34839,1
226,1,35902,1
232,3,44200,1
235,1,56485,1
234,6,59985,1
236,1,69415,1
238,5,74644,1
227,7,67556,1
239,5,88297,1
228,8,76186,1
237,8,81071,1
233,11,115364,1
245,2,39599,1
229,11,148381,1
249,5,71333,1
240,11,167169,1
252,4,75223,1
242,4,80248,1
253,9,103255,1
231,10,221153,1
251,9,123269,1
244,9,128449,1
254,3,144272,1
250,1,158370,1
243,8,142325,1
241,7,147216,1
255,1,171307,1
258,3,98193,1
248,11,187088,1
246,11,187753,1
260,3,110468,1
261,9,96382,1
264,9,99627,1
247,10,233637,1
265,6,154061,1
270,8,146120,1
259,11,151828,1
269,12,162504,1
266,11,191093,1
263,7,192981,1
262,7,187136,1
268,7,189950,1
256,4,226464,1
257,4,240544,1
267,4,242643,1
平均,,129421.8889,
中位,,128449,
最小值,,34839,
最大值,,242643,
下四分位,,76186,
上四分位,,171307,
