8,1,39084,1
2,1,43500,1
5,1,55022,1
1,9,47226,1
6,4,71942,1
9,9,74594,1
4,7,95711,2
3,12,91468,1
11,2,121417,1
10,12,124106,1
7,11,140967,1
12,8,140158,1
13,4,162413,1
14,12,153268,1
15,4,176102,1
16,1,95394,1
17,11,128574,2
19,9,145678,1
18,4,199557,1
21,7,186728,2
20,4,212127,1
22,9,198570,1
24,12,243305,1
23,12,244800,1
26,1,275416,1
27,2,280933,1
28,8,261816,1
30,1,288808,1
25,4,315814,1
29,12,308273,1
34,1,248851,1
35,1,252855,1
32,4,252987,1
31,4,255765,1
37,1,266024,1
38,9,252431,1
33,12,261578,1
41,9,282346,1
36,11,296797,1
40,12,306045,1
39,4,326238,1
44,2,328434,1
43,8,310357,1
42,12,341022,1
45,7,358018,1
47,9,275894,1
48,1,307864,1
49,9,292707,1
46,12,297344,1
50,2,318156,1
51,1,319695,1
56,1,332466,1
54,4,357763,1
53,12,347754,1
55,12,348691,1
52,11,348879,1
57,7,359676,1
60,8,370191,1
58,4,404827,1
59,4,405402,1
平均,,239163.8,
中位,,261697,
最小值,,39084,
最大值,,405402,
上四分位,,316399.5,
下四分位,,151370.5,
