350,1,35041,1
353,3,47839,1
348,3,47943,1
351,3,61387,1
352,6,72468,1
357,6,87116,1
354,1,101986,1
358,5,102402,1
360,5,107496,1
346,9,100567,1
355,8,110540,1
349,4,131694,1
356,9,134543,1
359,7,137396,1
365,2,43775,1
347,10,172564,1
368,6,63656,1
361,4,73910,1
369,6,69937,1
373,2,74102,1
367,5,82022,1
370,5,94399,1
364,9,111011,1
375,12,141133,1
371,1,162271,1
363,1,169034,1
366,12,163156,1
374,11,177078,1
362,10,179891,1
372,4,200439,1
378,5,100077,1
380,5,112465,1
382,5,116552,1
384,8,95076,1
383,5,122340,1
376,11,125129,1
397,2,40547,1
387,5,162748,1
400,3,58925,1
393,6,64471,1
392,2,70670,1
402,5,79841,1
396,5,91545,1
377,10,206526,1
391,9,96124,1
379,10,225614,1
399,12,133802,1
403,6,151463,1
404,8,154660,1
381,7,279349,1
386,7,274966,1
388,7,272828,1
409,3,80136,1
395,11,198239,1
389,4,323422,1
385,4,328084,1
410,9,90582,1
413,9,97281,1
411,2,121261,1
415,6,115015,1
419,12,131674,1
412,8,133355,1
390,7,387976,1
420,5,177703,1
417,5,185794,1
401,1,308833,1
405,1,308862,1
406,1,196229,1
416,11,197355,1
418,1,217084,1
407,7,208695,1
414,1,221466,1
408,4,248357,1
398,10,366732,1
394,10,367576,1
平均,,150723,
中位,,131674,
最小值,,35041,
最大值,,387976,
下四分位,,91063.5,
上四分位,,196792,
