234,1,39683,1
240,1,33361,1
235,1,42576,1
237,2,48346,1
227,8,48603,1
226,4,67438,1
229,4,75676,1
228,9,56224,1
230,7,59525,1
232,4,89668,1
233,12,81600,1
231,9,87109,1
238,12,133930,1
241,2,50245,1
239,12,150466,1
236,11,152298,1
252,1,57389,1
251,1,72168,1
245,4,81801,1
244,8,65615,1
248,4,88880,1
254,1,84796,1
242,7,81657,1
249,4,96007,1
243,9,90067,1
246,9,90366,1
247,12,136750,1
250,11,160798,1
253,12,160289,1
255,12,166013,1
258,1,62697,1
268,1,64952,1
270,1,65639,1
265,2,80602,1
259,8,86418,1
264,7,87575,1
262,9,96996,1
267,9,112304,1
256,12,156375,1
260,12,155430,1
266,12,160966,1
279,1,86980,1
282,1,93825,1
284,1,98768,1
263,4,214796,1
269,4,216089,1
261,4,221347,1
280,2,108682,1
257,11,211206,1
281,8,105898,1
277,7,112454,1
275,9,132796,1
283,9,148375,1
272,12,188373,1
274,12,201688,1
291,1,115485,1
285,12,236953,1
298,1,136824,1
276,4,271825,1
271,4,283166,1
313,1,39510,1
278,4,286892,1
273,11,273137,1
308,1,44572,1
296,1,171615,1
315,2,53384,1
311,1,54876,1
287,2,184288,1
300,7,168417,1
307,7,50922,1
288,8,193115,1
312,8,73310,1
290,9,198244,1
292,9,213465,1
306,9,99743,1
314,9,100711,1
286,12,264918,1
289,12,276015,1
293,12,274057,1
303,12,170325,1
304,12,221341,1
295,4,355546,1
297,4,359270,1
309,12,224571,1
299,4,401292,1
302,4,285514,1
301,4,287739,1
310,4,284774,1
294,11,418960,1
305,11,301833,1
,,147746.4889,
